Product Name,Image URL,SKU,Categories,Description_1,Description_2,Description_3,Description_4,Description_5,Description_6,Product_URL
94-00801,https://www.engineeredmarineproducts.com/wp-content/uploads/94-00801.jpg,94-00801MCR,"MerCruiser, Yoke U-Joint Assemblies, Transom Components, Transom Components",Standard U-Joint,OEM : Mercury Replaces: Mercury 75832T1 | 75832T | 758321 | 75832B1 | 75832A3 | 75832B | 75832B3 | 75832 | 75832A2 | 75832B2 | 58749 | 36312 | 41431 | 75832A1,"For 1962-98  1-Drive (s 1684188-0B418818), MC-2/TR/TRS, Alpha One & SSM U-Joint assemblies.",also crosses with: Sierra: 18-2104 GLM: 28020 Mallory: 9-72404,UPC: 840080442839,,https://www.engineeredmarineproducts.com/product/94-00801/
94-04820,https://www.engineeredmarineproducts.com/wp-content/uploads/94-04820.jpg,94-04820MCR,"MerCruiser, Yoke U-Joint Assemblies, Transom Components, Transom Components",Drive Line Assembly,OEM : Mercury Replaces: Mercury 864244A2,For 1988-98  Bravo & Blackhawk U-Joint assemblies.,also crosses with: Sierra: 18-6401 GLM: 28090,UPC: 840080427690,,https://www.engineeredmarineproducts.com/product/94-04820/
95-95105,https://www.engineeredmarineproducts.com/wp-content/uploads/95-95105.jpg,95-95105MCR,"Cooling, Water Circulation, MerCruiser, Cooling",Circulating Pump,OEM : Mercury Replaces: Mercury 8M6005225 | 8M0094406 | 879194401 | 879194366,"For 2007 & later  4.3L V6, | 5.0-5.7L, V8  small block, GM & MIE engines without a water bypass hole.",also crosses with: Sierra: 18-3506-1,UPC: 840080493503,,https://www.engineeredmarineproducts.com/product/95-95105/
95-03573,https://www.engineeredmarineproducts.com/wp-content/uploads/95-03573.jpg,95-03573MCR,"Cooling, Water Circulation, MerCruiser, Cooling",Water Circulating Pump,OEM : Mercury Replaces: Mercury 8M0113736 | 883925 | 883514,"For 1998-2014  8.1L V8, Big Block, Vortec GM & MIE engines with composite timing cover.",also crosses with: Sierra: 18-3573 GLM: 15330 Mallory: 9-42601 MES: WP425M,UPC: 840080408972,,https://www.engineeredmarineproducts.com/product/95-03573/
95-03599,https://www.engineeredmarineproducts.com/wp-content/uploads/95-03599-5.jpg,95-03599MCR,"Cooling, Water Circulation, MerCruiser, Cooling",Water Circulating Pump,OEM : Mercury Replaces: Mercury 8M0113734 | 8503991 | 850399 | 17437 | 850399002 | 878341 | 811841 | 60658 | FI1101292 | 54793 | 52226 | FI1101208 | FI1100742 | 37951 | 35341,"For 1963-2014  6-cyl, 140-200 Hp | V6, 155-205 Hp | V8, 230-260 Hp small block GM & MIE engines",also crosses with: Sierra: 18-3599-2 API Marine: WP1500 Barr: MC-2-17437 Crusader: 20318 GLM: 15201 Indmar: S551045 Mallory: 9-42606 MES: WP453ML Pleasurecraft: RA057018,UPC: 840080418254,,https://www.engineeredmarineproducts.com/product/95-03599-5/
95-01652,https://www.engineeredmarineproducts.com/wp-content/uploads/95-01652-4.jpg,95-01652MCR,"Cooling, MerCruiser, Water Circulation, Cooling",Water Circulating Pump,OEM : Mercury Replaces: Mercury 883885 | 71683 | 71683A1 | 56879 | 58086,"For 1971-77  5.0L V8, 188-225 Hp GM & MIE engines.",also crosses with: Sierra: 18-3584 API Marine: WP4000 GLM: 15400 Indmar: S592026 Mallory: 9-42607 MES: WP520M Pleasurecraft: RA057004,UPC: 840080485294,,https://www.engineeredmarineproducts.com/product/95-01652-4/
95-01660,https://www.engineeredmarineproducts.com/wp-content/uploads/95-01660-4.jpg,95-01660MCR,"Cooling, MerCruiser, Water Circulation, Cooling",Water Circulating Pump,OEM : Mercury Replaces: Mercury 8M0113735 | 8504541 | 811573 | 850454 | 850454002 | 878342 | 17670 | FI1101053 | 67859 | F6269358 | FI1100997 | 59972 | 54534 | 49139,"For 1977-2000  7.4-8.2L V8, 300-390 Hp big block GM engines.",also crosses with: Sierra: 18-3577-2 API Marine: WP1900 Barr: MC-2-17670 Crusader: 30103 GLM: 15301 Mallory: 9-42604 MES: WP415M Pleasurecraft: RA057019,UPC: 840080472140,,https://www.engineeredmarineproducts.com/product/95-01660-4/
95-01651,https://www.engineeredmarineproducts.com/wp-content/uploads/95-01651-2.jpg,95-01651MCR,"Cooling, Water Circulation, MerCruiser, Cooling",Water Circulating Pump,OEM : Mercury Replaces: Mercury 8M0113733 | 884727 | 884727001 | 880817 | 814755 | 65142A1 | FI1101079 | FI1100785 | 65142 | F2774666 | 52353 | 37369 | 33957,For 1963-98  4-cyl & 6-cyl GM GM & MIE engines.,also crosses with: Sierra: 18-3593 API Marine: WP1100 GLM: 15100 Mallory: 9-42605 MES: WP447M,UPC: 840080430447,,https://www.engineeredmarineproducts.com/product/95-01651-2/
94-05536,https://www.engineeredmarineproducts.com/wp-content/uploads/94-05536.jpg,94-05536MCR,"MerCruiser, Yoke U-Joint Assemblies, Transom Components, Transom Components",PermaLube U-Joint,OEM : Mercury Replaces: Mercury 805536A2 | 8055361 | 805536A1,For 1991 & later  Alpha Gen II U-Joint assemblies.,also crosses with: Sierra: 18-2097 Mallory: 9-72406,UPC: 840080402710,,https://www.engineeredmarineproducts.com/product/94-05536/
94-04821,https://www.engineeredmarineproducts.com/wp-content/uploads/94-04821.jpg,94-04821MCR,"MerCruiser, Yoke U-Joint Assemblies, Transom Components, Transom Components",Short Yoke Bravo,OEM : Mercury Replaces: Mercury 12784,For 1988-98  Bravo small drive line U-Joint assemblies.,also crosses with: Sierra: 18-6400 GLM: 28340 Mallory: 9-72402,UPC: 840080438139,,https://www.engineeredmarineproducts.com/product/94-04821/
94-94000,https://www.engineeredmarineproducts.com/wp-content/uploads/94-94000.jpg,94-94000MCR,"MerCruiser, Yoke U-Joint Assemblies, Transom Components, Transom Components",External Clip U-Joint,OEM : Mercury Replaces: Mercury 865496A02,"For 1998 & later  Alpha Gen II, Bravo & Vazer U-Joint assemblies.",also crosses with: Sierra: 18-6406 GLM: 28040 Mallory: 9-72413,UPC: 840080450797,,https://www.engineeredmarineproducts.com/product/94-94000/
12-01695-1,https://www.engineeredmarineproducts.com/wp-content/uploads/12-01695-1.jpg,,"Miscellaneous, Fasteners, Force, Washers, Miscellaneous, New",Washer,OEM : Force Replaces: Force 866451,"For 1995-99 Force 2-cyl, 25-50 Hp outboards.",also crosses with: Sierra: 18-2560 GLM: 31210 Mallory: 9-72009,UPC: 840080409405,,https://www.engineeredmarineproducts.com/product/12-01695-1/
12-00140,https://www.engineeredmarineproducts.com/wp-content/uploads/12-00140.jpg,12-00140FCE,"Gearcase Components, Force, Gearcase, Spacers, Gearcase",Thrust Washer,OEM : Force Replaces: Force 12577,"For 1995-99 Force 3-cyl, 75-90 Hp | 4-cyl, 120 Hp outboards.",also crosses with: Sierra: 18-1191 GLM: 21653,UPC: 840080403465,,https://www.engineeredmarineproducts.com/product/12-00140/
11-02678,https://www.engineeredmarineproducts.com/wp-content/uploads/11-02678.jpg,11-02678FCE,"Gearcase Components, Force, Gearcase, Pinion Nuts, Gearcase",Pinion Nut,OEM : Force Replaces: Force 35921 | F694188,"For 1989-99 Force 3-cyl, 75-90 Hp outboard driveshafts.",also crosses with: Sierra: 18-3719 GLM: 11190 Mallory: 9-78103,UPC: 840080455037,,https://www.engineeredmarineproducts.com/product/11-02678/
12-02108-1,https://www.engineeredmarineproducts.com/wp-content/uploads/12-02108-1.jpg,,"Seals and Gaskets, Force, Gaskets, Gearcase Gaskets, Seals and Gaskets, New",Drain Gasket,OEM : Force Replaces: Force 19183 | F8186 | F50556 | F8077,"For 1974-99 Sears & Chrysler/Force 1-cyl, 3.5-5 Hp | 2-cyl, 6-60 Hp | 3-cyl, 70-90 Hp | 4-cyl, 100-140 Hp | 5-cyl, 150 Hp outboard gearcases, drain screws, hydraulic pump assemblies, and other applications.",also crosses with: Sierra: 18-2945 GLM: 31170 Mallory: 9-60101,UPC: 840080468969,,https://www.engineeredmarineproducts.com/product/12-02108-1/
11-13557,https://www.engineeredmarineproducts.com/wp-content/uploads/11-13557.jpg,11-13557FCE,"Miscellaneous, Force, Fasteners, Nuts, Miscellaneous",Locknut,OEM : Force Replaces: Force 8267119,"For 1989-95 Force 3-cyl, 90 Hp | 4-cyl, 120 Hp | 5-cyl, 150 Hp outboard shift brackets, starters, alternators, gear housings and other applications.",also crosses with: Mallory: 9-72003,UPC: 840080483221,,https://www.engineeredmarineproducts.com/product/11-13557/
11-01817,https://www.engineeredmarineproducts.com/wp-content/uploads/11-01817.jpg,11-01817FCE,"Miscellaneous, Force, Fasteners, Nuts, Miscellaneous",Locknut,OEM : Force Replaces: Force 22339 | F1920 | F1348 | F1881,"For 1974-98 Sears & Chrysler/Force 1-cyl, 5 Hp | 2-cyl, 7.5-55 Hp outboard flywheels, driveshaft housings, and other applications",also crosses with: Sierra: 18-3713 GLM: 28360 Mallory: 9-78117,UPC: 840080448435,,https://www.engineeredmarineproducts.com/product/11-01817/
11-00123,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00123.jpg,11-00123FCE,"Gearcase Components, Force, Gearcase, Prop Nut Kits, Gearcase",Prop Nut Kit,OEM : Force Replaces: Force 69578A1,"For 1991-99 Force 3-cyl, 40-75 Hp outboard propshafts.",also crosses with: Sierra: 18-3702 GLM: 21260 Mallory: 9-73961,UPC: 840080499635,,https://www.engineeredmarineproducts.com/product/11-00123/
11-00122,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00122.jpg,11-00122FCE,"Force, Gearcase Components, Gearcase, Prop Nut Kits, Gearcase",Prop Nut Kit,OEM : Force Replaces: Force 52707A2,"For 1990-91 Force 3-cyl, 90 Hp | 4-cyl, 120-125 Hp | 5-cyl, 150 Hp  outboard gearcases.","also crosses with: Sierra: 18-3701 GLM: 21250, 21271 Mallory: 9-73960",UPC: 840080427126,,https://www.engineeredmarineproducts.com/product/11-00122/
11-00121,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00121.jpg,11-00121FCE,"Force, Gearcase Components, Gearcase, Prop Nut Kits, Gearcase",Prop Nut,OEM : Force Replaces: Force 52707R1 | 827614B | 52707 | 827614 | 52707B | F7000 | F7040,"For 1989-91 Force 3-cyl, 90 Hp | 4-cyl, 120-125 Hp | 5-cyl, 150 Hp  outboard gearcases.",also crosses with: Sierra: 18-3700 GLM: 21230,UPC: 840080408644,,https://www.engineeredmarineproducts.com/product/11-00121/
11-00119,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00119.jpg,11-00119FCE,"Force, Gearcase Components, Gearcase, Other Components, Gearcase",Pinion Nut,OEM : Force Replaces: Force 20361 | F1641,"For 1977-99 Chrysler/Force 2-cyl, 40-50 Hp | 3-cyl, 70-90 Hp | 4-cyl, 100-140 Hp | 5-cyl, 150 Hp outboard water pumps, choke plates, fuel connectors, gearcase and other applications.","also crosses with: Sierra: 18-3722 GLM: 21244, 21180 Mallory: 9-72001",UPC: 840080483399,,https://www.engineeredmarineproducts.com/product/11-00119/
10-10400,https://www.engineeredmarineproducts.com/wp-content/uploads/10-10400.jpg,10-10400FCE,"Force, Engine Components, Piston Components, Engines, Engines",Rod Bolt,OEM : Force Replaces: Force F85634-2 | F85634-1 | F84634 | F85634,"For 1974-92 Chrysler/Force 2-cyl, 20-50 Hp | 3-cyl, 75-90 Hp | 4-cyl, 120-140 Hp outboard engines.",also crosses with: Mallory: 9-52211,UPC: 840080400099,,https://www.engineeredmarineproducts.com/product/10-10400/
10-02587,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02587.jpg,,"Gearcase Components, Gearcase",Drain Plug (Magnetic), Replaces: Suzuki: 55128-93L00,"Fits 150, 175, 200, 225, 250, 300, 350 HP outboards.",UPC: 840080494586,,,https://www.engineeredmarineproducts.com/product/10-02587/
10-02596-1,https://www.engineeredmarineproducts.com/wp-content/uploads/10-02596-1.jpg,,"Miscellaneous, Fasteners, Force, Bolts, Miscellaneous",Bolt,OEM : Force Replaces: Force 8M4503518 | 40011128 | 1994020,"For 1998 Sears & Force 2-cyl, 9.9-25 Hp outboard driveshaft bushings, relay mountings, manual starter assemblies, Driveshafts, fuel pumps and other applications.",also crosses with:,UPC: 0,,https://www.engineeredmarineproducts.com/product/10-02596-1/
25-00202-1,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00202-1.jpg,,"Seals and Gaskets, Molded Seal, O-Ring, Force, Seals and Gaskets, New",O-Ring,OEM : Force Replaces: Force 23145 | F702736,"For 1984-98 Sears & Chrysler/Force 2-cyl, 5-15 Hp outboards. ID: 1.0″ | OD: 1.25″ | W: 0.125″",also crosses with: Sierra: 18-7114-9 GLM: 82140,UPC: 840080434339,,https://www.engineeredmarineproducts.com/product/25-00202-1/
25-00153-1,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00153-1.jpg,,"Seals and Gaskets, Molded Seal, O-Ring, Force, Seals and Gaskets, New",O-Ring,OEM : Force Replaces: Force F468342,"For 1975-85 Chrysler/Force 2-cyl, 4-8 Hp outboards. ID: 0.4375″ | OD: 0.5625″ | W: 0.0625″",also crosses with: Sierra: 18-7102-9 GLM: 80130 Mallory: 9-76520,UPC: 840080490465,,https://www.engineeredmarineproducts.com/product/25-00153-1/
24-08718,https://www.engineeredmarineproducts.com/wp-content/uploads/24-08718.jpg,24-08718FCE,"Force, Gearcase Components, Gearcase, Other Components, Gearcase",Clutch Dog Spring,OEM : Force Replaces: Force 30893,"For 1995-99 Force 3-cyl, 75-90 Hp | 4-cyl, 120 Hp outboard gearcases.",also crosses with: Sierra: 18-2348 GLM: 11050 Mallory: 9-78135,UPC: 840080402697,,https://www.engineeredmarineproducts.com/product/24-08718/
25-00165-1,https://www.engineeredmarineproducts.com/wp-content/uploads/25-00165-1.jpg,,"Seals and Gaskets, Molded Seal, O-Ring, Force, Seals and Gaskets, New",O-Ring,OEM : Force Replaces: Force 85594,"For 1995-99 Sears & Force 2-cyl, 25-50 Hp outboards. ID: 0.242″ | OD: 0.570″ | W: 0.164″",also crosses with: Sierra: 18-7100-9 GLM: 45230 Mallory: 9-76509,UPC: 840080487694,,https://www.engineeredmarineproducts.com/product/25-00165-1/
22-00822-5,https://www.engineeredmarineproducts.com/wp-content/uploads/22-00822-5.jpg,22-00822-5ACC,"Force, Fuel, Connectors, Fuel, New",F197787Q3 Fuel Connector-5/16″,OEM : Replaces: Force F197787Q3 Suzuki 65750-98990,"For 1974-99 Chrysler/Force & Suzuki 2-cyl, 5-65 Hp | 3-cyl, 70-90 Hp | 4-cyl, 100-140 Hp outboard engines. 3/8″ barb.",also crosses with: Sierra: 18-8062 Mallory: 9-38013,UPC: 840080453309,,https://www.engineeredmarineproducts.com/product/22-00822-5/
19-08305,https://www.engineeredmarineproducts.com/wp-content/uploads/19-08305.jpg,19-08305FCE,"Force, Fuel, Fuel Components, Fuel",Plug,OEM : Force Replaces: Force 47579,"For 1988 Sears & Force 2-cyl, 9.9-15 Hp outboard driveshafts, carburetors, gearcases and other applications.",also crosses with: Sierra: 18-3232 GLM: 21890,UPC: 840080436371,,https://www.engineeredmarineproducts.com/product/19-08305/
22-08097,https://www.engineeredmarineproducts.com/wp-content/uploads/22-08097.jpg,22-08097ACC,"Fuel, Connectors, Other Outboards, Fuel, New",Female Fuel Connector,OEM : Nissan/Tohatsu Replaces: Tohatsu 3B2-702501M,"For  2 Stroke  2-cyl, 9.9-70 Hp outboard engines. 3/8″ barb.  Pairs with 22-08098.",also crosses with: Sierra: 18-8088,UPC: 840080406343,,https://www.engineeredmarineproducts.com/product/22-08097/
11-01116,https://www.engineeredmarineproducts.com/wp-content/uploads/11-01116.jpg,11-01116MC,"Gearcase Components, Mercury Mariner, Gearcase, Other Components, Gearcase",Bearing Carrier Nut,OEM : Mercury Replaces: Mercury 52699 | 31037,"For 1970-98 Mercury/Mariner 4-cyl, 75-80 Hp | L6 90-115 Hp | V6 135-200 Hp outboards.",also crosses with: Sierra: 18-3750 GLM: 21110,UPC: 840080475189,,https://www.engineeredmarineproducts.com/product/11-01116/
11-00123,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00123-2.jpg,11-00123MC,"Gearcase Components, Mercury Mariner, Gearcase, Prop Nut Kits, Gearcase",Prop Nut Kit,OEM : Mercury Replaces: Mercury 69578T1 | 69578Q1 | 69578A1,"For 1999-2010 Mercury/Mariner 3-cyl, 25-70 Hp | V6, 135-300 Hp outboard propshafts",also crosses with: Sierra: 18-3702 GLM: 21260 Mallory: 9-73961,UPC: 840080499635,,https://www.engineeredmarineproducts.com/product/11-00123-2/
11-00122,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00122-3.jpg,11-00122MC,"Gearcase Components, Mercury Mariner, Gearcase, Prop Nut Kits, Gearcase",Prop Nut Kit,OEM : Mercury Replaces: Mercury 52707T1 | 52707A1 | 52707A2,"For 1980-2006 Mercury/Mariner 3-cyl, 30-60 Hp | 4-cyl, 40-200 Hp | 3.0L V6 200-300 Hp outboard gearcases.","also crosses with: Sierra: 18-3701 GLM: 21250, 21271 Mallory: 9-73960",UPC: 840080427126,,https://www.engineeredmarineproducts.com/product/11-00122-3/
11-00121,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00121-3.jpg,11-00121MC,"Gearcase Components, Mercury Mariner, Gearcase, Prop Nut Kits, Gearcase",Prop Nut,OEM : Mercury Replaces: Mercury 52707R1 | 827614B | 52707 | 827614 | 52707B | F7000 | F7040,"For 1980-2006 Mercury/Mariner 3-cyl, 30-60 Hp | 4-cyl, 40-200 Hp | V6 200-300 Hp outboard gearcases.",also crosses with: Sierra: 18-3700 GLM: 21230,UPC: 840080408644,,https://www.engineeredmarineproducts.com/product/11-00121-3/
11-00118,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00118-2.jpg,11-00118MC,"Fasteners, Mercury Mariner, Nuts, Miscellaneous, Miscellaneous",Locknut 7/16-20,OEM : Mercury Replaces: Mercury 34933 | 29241 | 82671015 | 22178 | 95702 | 33962 | 46355 | 24648 | 21298,"For 1956-96 Mercury/Mariner outboard driveshaft housings, lower gear housings, steering arm assemblies, transmission mounts, and other applications.",also crosses with: Sierra: 18-3730 GLM: 21170 Mallory: 9-72004,UPC: 840080404936,,https://www.engineeredmarineproducts.com/product/11-00118-2/
11-00119,https://www.engineeredmarineproducts.com/wp-content/uploads/11-00119-3.jpg,11-00119MC,"Fasteners, Mercury Mariner, Nuts, Miscellaneous, Miscellaneous",Pinion Nut,OEM : Mercury Replaces: Mercury 8267089 | 35888 | 46886 | 29322 | 27871 | 20361 | 98451,"For 1939 & later Mercury/Mariner outboard water pumps, choke plates, fuel connectors, shift cables, tailstock assemblies, throttle control levers and other applications.","also crosses with: Sierra: 18-3722 GLM: 21244, 21180 Mallory: 9-72001",UPC: 840080483399,,https://www.engineeredmarineproducts.com/product/11-00119-3/
12-00131-1-2,https://www.engineeredmarineproducts.com/wp-content/uploads/12-00131-1-2.jpg,,"Fasteners, Washers, Mercury Mariner, Miscellaneous, Miscellaneous, New",Washer,OEM : Mercury Replaces: Mercury 77674,"For 1976-2011 Mercury/Mariner 2-cyl, 35-40 Hp | 3-cyl, 40-115 Hp | 4-cyl, 90-115 Hp | 6-cyl, 200-350 Hp | V6, 115-300 Hp outboard gearcases.",also crosses with: Sierra: 18-2316-9 GLM: 30030,UPC: 840080444468,,https://www.engineeredmarineproducts.com/product/12-00131-1-2/
12-00132-1-2,https://www.engineeredmarineproducts.com/wp-content/uploads/12-00132-1-2.jpg,,"Fasteners, Mercury Mariner, Washers, Miscellaneous, Miscellaneous, New",Washer,OEM : Mercury Replaces: Mercury 31266,"For 1970-85 Mercury/Mariner 3-cyl, 40-115 Hp | 4-cyl 90-150 Hp outboard gearcases",also crosses with: Sierra: 18-2340-9 GLM: 30010,UPC: 840080418063,,https://www.engineeredmarineproducts.com/product/12-00132-1-2/
11-13557,https://www.engineeredmarineproducts.com/wp-content/uploads/11-13557-3.jpg,11-13557MC,"Fasteners, Mercury Mariner, Nuts, Miscellaneous, Miscellaneous",Locknut,OEM : Mercury Replaces: Mercury 8267119 | 13438,"For 1980-2012 Mercury/Mariner outboard shift brackets, starters, alternators, gear housings and other applications.",also crosses with: Mallory: 9-72003,UPC: 840080483221,,https://www.engineeredmarineproducts.com/product/11-13557-3/
11-13083,https://www.engineeredmarineproducts.com/wp-content/uploads/11-13083-2.jpg,11-13083MC,"Fasteners, Mercury Mariner, Nuts, Miscellaneous, Miscellaneous",Locknut,OEM : Mercury Replaces: Mercury 859124 | 45812,"For 1973-2002 Mercury/Mariner outboard anodes, electrical systems and other applications. Stainless steel.",also crosses with: Sierra: 18-2344 GLM: 21161 Mallory: 9-78125,UPC: 840080485904,,https://www.engineeredmarineproducts.com/product/11-13083-2/
