Part-No,Product,Sub-Title,Photo,Applications,M8/M12 Application,Orientation,No. of Pins,Termination,o-ring,Current Rating,Air- and creepage distance,Gender,Coding,Mating Cycles,Standard,Assembly Height,Max Operating Temp,Configuration,Packaging,Cable Type,Connector left,Connector right,Shield,Anti Twist Protection,Loaded Pins,Material,Color,Data Rate,Transmission Category,Drawing PDF,Drawing DXF,Model 3D,Catalog,Product URL
Part-No. 254768-E,M12 Quick Termination Male,"4-pin, A-coding, IDC",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Connectors,,4,IDC,,,,Male,A,,IEC 61076-2-101,,,"M12, male",Bag 1 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005986.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005987.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000783.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/254768
Part-No. 464933-E,M12 Cable Assembly,"8-pin, A-coding",https://www.erni.com/fileadmin/_processed_/2/f/csm_IM0011971_062f08871a.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,8,,,4 A,,Male,A,,IEC 61076-2-101,,75 °C,,,PUR,Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007575.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007574.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/464933
Part-No. 225040-E,M12 Cable Assembly,"8-pin, A-coding",https://www.erni.com/fileadmin/_processed_/c/9/csm_IM0011766_aaa8edfee2.png,"I/O Connectors, Cable Assembly,",M12 Cable Assemblies,,8,,,4 A,,Male,A,,IEC 61076-2-101,,80 °C,,,PUR,Male Straight,None,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005974.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005975.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000772.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225040
Part-No. 254770-E,M12 Quick Termination Female,"4-pin, A-coding, IDC",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Connectors,,4,IDC,,,,Female,A,,IEC 61076-2-101,,,"M12, female",Bag 1 pcs,,,,No,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005988.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005989.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000782.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/254770
Part-No. 234041-E,M12 Ethernet Vertical Female,"4-pin, D-coding, SMT",https://www.erni.com/fileadmin/_processed_/7/f/csm_IM0011947_0ae3c39403.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Female,D,100,IEC 61076-2-101,9/13 mm,,"M12, female",Tape and reel 100 pcs,,,,No,,,,,0.1 Gbit/s,5,https://www.erni.com/fileadmin/import/products/assets/DC0005886.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005887.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0009519.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/234041
Part-No. 474665-E,M12 Ethernet Vertical Female,"4-pin, D-coding, SMT",https://www.erni.com/fileadmin/_processed_/7/f/csm_IM0011947_0ae3c39403.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Female,D,100,IEC 61076-2-101,9/13 mm,,"M12, female machined contacts",Tape and reel with pad 100 pcs,,,,No,,,,,0.1 Gbit/s,5,https://www.erni.com/fileadmin/import/products/assets/DC0010580.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010582.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/474665
Part-No. 484944-E,M12 Ethernet Vertical Female,"4-pin, D-coding, THR",https://www.erni.com/fileadmin/_processed_/f/8/csm_IM0011975_f0237b96a0.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,THR,,4.8 A,,Female,D,100,IEC 61076-2-101,9/13 mm,,"M12, female machined contacts",Tape and reel with pad 100 pcs,,,,No,,,,,0.1 Gbit/s,5,https://www.erni.com/fileadmin/import/products/assets/DC0010809.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0010808.ZIP,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484944
Part-No. 364175-E,M12 Ethernet Vertical Female,"4-pin, D-coding, SMT",https://www.erni.com/fileadmin/_processed_/7/f/csm_IM0011947_0ae3c39403.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Female,D,100,IEC 61076-2-101,9/13 mm,,"M12, female machined contacts",Tape and reel 100 pcs,,,,No,,,,,0.1 Gbit/s,5,https://www.erni.com/fileadmin/import/products/assets/DC0010580.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010581.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/364175
Part-No. 454949-E,M12 Ethernet Vertical Female,"4-pin, D-coding, SMT",https://www.erni.com/fileadmin/_processed_/7/f/csm_IM0011947_0ae3c39403.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Female,D,100,IEC 61076-2-101,9/13 mm,,"M12, female",Tape and reel with pad 100 pcs,,,,No,,,,,0.1 Gbit/s,5,https://www.erni.com/fileadmin/import/products/assets/DC0005886.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005887.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0009518.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/454949
Part-No. 484937-E,M12 Ethernet Vertical Female,"4-pin, D-coding, SMT",https://www.erni.com/fileadmin/_processed_/4/7/csm_IM0011974_2146907d38.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Female,D,100,IEC 61076-2-101,9/13 mm,,"M12, female machined contacts",Tape and reel with pad 100 pcs,,,,Yes,,,,,0.1 Gbit/s,5,https://www.erni.com/fileadmin/import/products/assets/DC0010583.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010585.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484937
Part-No. 484936-E,M12 Ethernet Vertical Female,"4-pin, D-coding, SMT",https://www.erni.com/fileadmin/_processed_/4/7/csm_IM0011974_2146907d38.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,4,SMT,,4.8 A,,Female,D,100,IEC 61076-2-101,9/13 mm,,"M12, female machined contacts",Tape and reel 100 pcs,,,,Yes,,,,,0.1 Gbit/s,5,https://www.erni.com/fileadmin/import/products/assets/DC0010583.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0010584.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/484936
Part-No. 474771-E,M12 Gigabit Ethernet Vertical Female,"8-pin, X-coding, SMT/THR",https://www.erni.com/fileadmin/_processed_/4/b/csm_IM0011967_6cbbd88540.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT/THR,,,,Female,X,100,IEC 61076-2-101,9/13 mm,,"M12, female",Tape and reel 100 pcs,,,,Yes,,,,,10 Gbit/s,6A,https://www.erni.com/fileadmin/import/products/assets/DC0010925.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/474771
Part-No. 225445-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225445
Part-No. 225446-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225446
Part-No. 225447-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225447
Part-No. 225263-E,M12 Ethernet Right Angle Male,"4-pin, D-coding, THR",https://www.erni.com/fileadmin/_processed_/8/d/csm_IM0011923_8c66cb24b1.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Male,D,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007826.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007859.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225263
Part-No. 225264-E,M12 Ethernet Right Angle Male,"4-pin, D-coding, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Male,D,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007826.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007860.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225264
Part-No. 225283-E,M12 Ethernet Right Angle Female,"4-pin, D-coding, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Female,D,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,No,,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007822.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007841.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225283
Part-No. 394811-E,M12 Gigabit Ethernet Vertical Female,"8-pin, X-coding, SMT/THR",https://www.erni.com/fileadmin/_processed_/4/b/csm_IM0011967_6cbbd88540.png,"I/O Connectors, ,",M12 PCB Connectors,Vertical,8,SMT/THR,,,,Female,X,100,IEC 61076-2-101,9/13 mm,,"M12, female",Tape and reel with pad 100 pcs,,,,Yes,,,,,10 Gbit/s,6A,https://www.erni.com/fileadmin/import/products/assets/DC0007181.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0007180.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007598.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394811
Part-No. 225284-E,M12 Ethernet Right Angle Female,"4-pin, D-coding, THR",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M12 PCB Connectors,Right angle,4,THR,No,4.8 A,,Female,D,100,IEC 61076-2-101,Angled,,Rear mount,Tape and reel,,,,Yes,,"1, 2, 3, 4",,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007822.PDF,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0007842.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0007927.PDF,https://www.erni.com/en/products-and-solutions/detail/225284
Part-No. 225448-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225448
Part-No. 225153-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225153
Part-No. 225452-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225452
Part-No. 225154-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225154
Part-No. 225442-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225442
Part-No. 394746-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394746
Part-No. 394745-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/394745
Part-No. 225450-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225450
Part-No. 225451-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225451
Part-No. 225443-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225443
Part-No. 225156-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 2 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225156
Part-No. 225440-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225440
Part-No. 225155-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225155
Part-No. 225453-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/Male,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,Male Straight,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007562.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225453
Part-No. 225441-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 5 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225441
Part-No. 225444-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male/RJ45,D,,IEC 61076-2-101,,75 °C,,Bag 2 pcs,PUR (Ethernet),Male Straight,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225444
Part-No. 254778-E,M8/M12 Adapter,"M8, male - M12, female",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, ,",M8/M12 Additionals,,4,,,4 A,,Male/Female,A,,,,85 °C,"M8, male - M12, female",Bag 1 pcs,,,,,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005996.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005997.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000790.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/254778
Part-No. 254776-E,M8/M12 Adapter,"M8, male - M12, female",https://www.erni.com/fileadmin/_processed_/d/e/csm_IM0011953_41d599db86.png,"I/O Connectors, ,",M8/M12 Additionals,,3,,,4 A,,Male/Female,A,,,,85 °C,"M8, male - M12, female",Bag 1 pcs,,,,,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005994.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005995.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000788.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/254776
Part-No. 254790-E,M8/M12 T-Coupler,,https://www.erni.com/fileadmin/_processed_/7/a/csm_IM0011957_495df6af9b.png,"I/O Connectors, ,",M8/M12 Additionals,,,,,4 A,,Male/Female,A,,,,85 °C,"1 x M12, male, 4 pin - 2 x M8, female, 3 pin",Bag 1 pcs,,,,,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005998.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005999.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000793.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/254790
Part-No. 254772-E,M8/M12 Adapter,"M12, male - M8, female",https://www.erni.com/fileadmin/_processed_/4/9/csm_IM0011951_8a8b09c2f7.png,"I/O Connectors, ,",M8/M12 Additionals,,3,,,4 A,,Male/Female,A,,,,85 °C,"M12, male - M8, female",Bag 1 pcs,,,,,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005990.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005991.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000789.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/254772
Part-No. 225150-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male,D,,IEC 61076-2-101,,80 °C,,Bag 5 pcs,PUR (Ethernet),Male Angled,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225150
Part-No. 225151-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male,D,,IEC 61076-2-101,,80 °C,,Bag 5 pcs,PUR (Ethernet),Male Angled,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225151
Part-No. 254774-E,M8/M12 Adapter,"M12, male - M8, female",https://www.erni.com/fileadmin/_processed_/b/a/csm_IM0011952_9915091fdd.png,"I/O Connectors, ,",M8/M12 Additionals,,4,,,4 A,,Male/Female,A,,,,85 °C,"M12, male - M8, female",Bag 1 pcs,,,,,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0005992.PDF,https://www.erni.com/fileadmin/import/products/assets/DC0005993.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0000791.ZIP,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/254774
Part-No. 225149-E,M12 Ethernet Cable Assembly,"4-pin, D-coding",https://www.erni.com/fileadmin/_processed_/3/8/csm_IM0012186_0dab01545a.png,"I/O Connectors, Cable Connectors,",M12 Cable Assemblies,,4,,,4 A,,Male,D,,IEC 61076-2-101,,80 °C,,Bag 5 pcs,PUR (Ethernet),Male Angled,RJ45,Yes,,,,,,,https://www.erni.com/fileadmin/import/products/assets/DC0007563.PDF,https://www.erni.com,https://www.erni.com,https://www.erni.com/fileadmin/import/products/assets/DC0011026.PDF,https://www.erni.com/en/products-and-solutions/detail/225149
