Event,Fight,Bet,BetOnline,BetOnline Move,Bovada,Bovada Move,Pinnacle,Pinnacle Move,Betway,Betway Move,MyBookie,MyBookie Move,BetUS,BetUS Move,SXBet,SXBet Move,Jazz,Jazz Move,Cloudbet,Cloudbet Move,Unibet,Unibet Move,DraftKings,DraftKings Move,FanDuel,FanDuel Move,BetAnySports,BetAnySports Move
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins in round 2 - Submission,1800,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins in round 2 - Submission,4000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman wins in round 3 - Submission,2200,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Weidman doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva wins in round 3 - Submission,6000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Silva doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Chris Weidman (scorecards = no action),350,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Chris Weidman , Bruno Silva",Bruno Silva (scorecards = no action),-500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night 240: Allen vs. Curtis 2,"Alexander Hernandez , Damon Jackson",Alexander Hernandez,-165,1,-165,0,-175,1,-188,0,-180,1,-165,1,,,,,-171,1,-175,0,-175,-1,-188,0,,
UFC Fight Night 240: Allen vs. Curtis 2,"Alexander Hernandez , Damon Jackson",Damon Jackson,145,-1,135,0,150,-1,140,0,140,-1,135,-1,,,,,152,-1,138,0,145,1,146,0,,
KSW 93: Paris,"Marian Ziolkowski , Wilson Varela",Marian Ziolkowski,,,-300,-1,,,-275,0,,,,,,,,,,,,,,,,,,
KSW 93: Paris,"Marian Ziolkowski , Wilson Varela",Wilson Varela,,,220,1,,,200,0,,,,,,,,,,,,,,,,,,
KSW 93: Paris,"Salahdine Parnasse , Valeriu Mircea",Salahdine Parnasse,,,-550,0,,,-549,0,,,,,,,,,,,,,,,,,,
KSW 93: Paris,"Salahdine Parnasse , Valeriu Mircea",Valeriu Mircea,,,355,-1,,,350,0,,,,,,,,,,,,,,,,,,
UFC Fight Night 240: Allen vs. Curtis 2,"Norma Dumont , Germaine de Randamie",Norma Dumont,-190,-1,-195,-1,-194,-1,-175,0,-200,1,-190,-1,,,,,-189,-1,-186,0,-205,0,-215,0,,
UFC Fight Night 240: Allen vs. Curtis 2,"Norma Dumont , Germaine de Randamie",Germaine de Randamie,165,1,157,-1,165,1,130,0,150,-1,160,1,,,,,167,1,150,0,170,0,164,0,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Erin Blanchfield,-185,1,-195,-1,-190,-1,-188,1,-200,-1,-190,1,-180,1,-197,1,-185,-1,-190,-1,-198,1,-205,-1,-185,1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Manon Fiorot,160,-1,160,1,162,-1,150,-1,150,1,160,-1,161,1,159,-1,165,-1,150,1,164,-1,158,1,145,-1
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fight ends in a Draw,6600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fight doesn't end in a Draw,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Over 4.5 rounds,-135,-1,-135,-1,,,-138,0,-135,-1,-135,-1,112,0,-133,-1,-132,-1,,,-135,-1,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Under 4.5 rounds,105,1,105,1,,,105,0,105,1,105,1,-138,0,109,1,108,1,,,105,1,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fight goes the distance,-105,0,,,,,-125,0,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fight ends inside distance,-125,0,,,,,-105,0,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins inside distance,150,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins inside distance,375,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win inside distance,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins by decision,225,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins by decision,285,-1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win by decision,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins by TKO/KO,700,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins by TKO/KO,400,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win by TKO/KO,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins by submission,225,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins by submission,2200,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win by submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 1,500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 1,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 1,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 2,700,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 2,1500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 2,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 3,900,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 3,1800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 3,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 4,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 4,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 4,2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 4,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 5,2000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 5,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 5,3300,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 5,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield wins in round 1 - KO, TKO or DQ",1600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot wins in round 1 - KO, TKO or DQ",1300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot doesn't win in round 1 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield wins in round 2 - KO, TKO or DQ",2000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot wins in round 2 - KO, TKO or DQ",1600,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot doesn't win in round 2 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield wins in round 3 - KO, TKO or DQ",2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot wins in round 3 - KO, TKO or DQ",2000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot doesn't win in round 3 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield wins in round 4 - KO, TKO or DQ",3300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield doesn't win in round 4 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot wins in round 4 - KO, TKO or DQ",2800,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot doesn't win in round 4 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield wins in round 5 - KO, TKO or DQ",4500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Blanchfield doesn't win in round 5 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot wins in round 5 - KO, TKO or DQ",3300,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot","Fiorot doesn't win in round 5 - KO, TKO or DQ",,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 1 - Submission,700,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 1 - Submission,4500,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 1 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 2 - Submission,950,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 2 - Submission,5000,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 2 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 3 - Submission,1200,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 3 - Submission,5500,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 3 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 4 - Submission,1500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 4 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 4 - Submission,6000,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 4 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield wins in round 5 - Submission,2500,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Blanchfield doesn't win in round 5 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot wins in round 5 - Submission,7500,1,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Fiorot doesn't win in round 5 - Submission,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Erin Blanchfield (scorecards = no action),-215,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC on ESPN 54: Blanchfield vs. Fiorot,"Erin Blanchfield , Manon Fiorot",Manon Fiorot (scorecards = no action),175,0,,,,,,,,,,,,,,,,,,,,,,,,
UFC 303: June 29,"Conor McGregor , Michael Chandler",Conor McGregor,,,-120,-1,,,,,,,,,-121,0,,,,,,,-120,1,,,,
UFC 303: June 29,"Conor McGregor , Michael Chandler",Michael Chandler,,,100,1,,,,,,,,,-100,0,,,,,,,100,1,,,,
UFC on ESPN 56: May 11,"Waldo Cortes-Acosta , Robelis Despaigne",Waldo Cortes-Acosta,,,,,,,,,,,,,,,,,,,,,185,-1,,,,
UFC on ESPN 56: May 11,"Waldo Cortes-Acosta , Robelis Despaigne",Robelis Despaigne,,,,,,,,,,,,,,,,,,,,,-225,1,,,,
UFC 301: Pantoja vs. Erceg,"Alexandre Pantoja , Steve Erceg",Alexandre Pantoja,,,,,,,,,,,,,-260,1,,,,,,,-258,-1,-280,0,,
UFC 301: Pantoja vs. Erceg,"Alexandre Pantoja , Steve Erceg",Steve Erceg,,,,,,,,,,,,,208,-1,,,,,,,210,1,210,0,,
UFC 300: Pereira vs. Hill,"Justin Gaethje , Max Holloway",Justin Gaethje,-230,1,-240,1,-233,1,-225,-1,-250,1,,,-245,-1,,,-226,1,-235,1,-238,1,-250,-1,,
UFC 300: Pereira vs. Hill,"Justin Gaethje , Max Holloway",Max Holloway,195,-1,190,-1,195,-1,175,1,175,-1,,,196,1,,,198,-1,185,-1,195,-1,190,1,,
UFC 300: Pereira vs. Hill,"Justin Gaethje , Max Holloway",Over 3.5 rounds,,,-145,0,,,,,,,,,,,,,,,,,-140,0,,,,
UFC 300: Pereira vs. Hill,"Justin Gaethje , Max Holloway",Under 3.5 rounds,,,110,0,,,,,,,,,,,,,,,,,110,0,,,,
UFC 300: Pereira vs. Hill,"Bo Nickal , Cody Brundage",Bo Nickal,-2100,-1,-2000,-1,,,-1408,0,-2000,-1,,,-1718,-1,,,-2000,-1,-1667,-1,-1800,-1,-1600,1,,
UFC 300: Pereira vs. Hill,"Bo Nickal , Cody Brundage",Cody Brundage,1000,1,1000,1,,,600,0,750,1,,,199,-1,,,795,-1,950,1,1000,1,750,-1,,
UFC 300: Pereira vs. Hill,"Bo Nickal , Cody Brundage",Over 1.5 rounds,,,200,0,,,,,,,,,,,,,,,,,200,0,,,,
UFC 300: Pereira vs. Hill,"Bo Nickal , Cody Brundage",Under 1.5 rounds,,,-275,0,,,,,,,,,,,,,,,,,-270,0,,,,
UFC 300: Pereira vs. Hill,"Deiveson Figueiredo , Cody Garbrandt",Deiveson Figueiredo,-350,-1,-350,-1,-361,0,-333,0,-375,-1,,,-340,-1,,,-346,-1,-345,0,-355,-1,-350,0,,
UFC 300: Pereira vs. Hill,"Deiveson Figueiredo , Cody Garbrandt",Cody Garbrandt,285,1,260,-1,285,0,250,0,240,1,,,264,1,,,289,1,265,0,280,1,255,0,,
UFC 300: Pereira vs. Hill,"Jiri Prochazka , Aleksandar Rakic",Jiri Prochazka,115,-1,110,1,108,1,-105,-1,105,1,,,105,-1,,,110,1,100,1,114,-1,108,1,,
UFC 300: Pereira vs. Hill,"Jiri Prochazka , Aleksandar Rakic",Aleksandar Rakic,-135,1,-132,-1,-124,-1,-125,1,-135,-1,,,-127,1,,,-122,-1,-124,-1,-135,1,-138,-1,,
UFC 300: Pereira vs. Hill,"Alex Pereira , Jamahal Hill",Alex Pereira,-140,1,-145,-1,-137,1,-138,1,-150,1,,,-148,1,,,-134,1,-155,1,-135,1,-162,1,,
UFC 300: Pereira vs. Hill,"Alex Pereira , Jamahal Hill",Jamahal Hill,120,-1,120,-1,119,-1,110,-1,120,-1,,,122,-1,,,121,-1,123,-1,114,-1,126,-1,,
UFC 300: Pereira vs. Hill,"Alex Pereira , Jamahal Hill",Over 1.5 rounds,,,-165,0,,,,,,,,,,,,,,,,,-160,0,,,,
UFC 300: Pereira vs. Hill,"Alex Pereira , Jamahal Hill",Under 1.5 rounds,,,125,0,,,,,,,,,,,,,,,,,124,0,,,,
UFC 300: Pereira vs. Hill,"Leon Edwards , Belal Muhammad",Leon Edwards,,,,,,,,,,,,,,,,,,,,,-198,0,,,,
UFC 300: Pereira vs. Hill,"Leon Edwards , Belal Muhammad",Belal Muhammad,,,,,,,,,,,,,,,,,,,,,164,0,,,,
UFC 300: Pereira vs. Hill,"Weili Zhang , Xiaonan Yan",Weili Zhang,-355,1,-375,0,-361,1,-333,0,-400,-1,,,-360,0,,,-346,1,-375,0,-360,-1,-360,0,,
UFC 300: Pereira vs. Hill,"Weili Zhang , Xiaonan Yan",Xiaonan Yan,280,-1,270,1,285,-1,250,0,260,1,,,277,0,,,289,-1,275,0,285,1,260,0,,
UFC 300: Pereira vs. Hill,"Weili Zhang , Xiaonan Yan",Over 3.5 rounds,,,,,,,,,,,,,,,,,,,,,-150,1,,,,
UFC 300: Pereira vs. Hill,"Weili Zhang , Xiaonan Yan",Under 3.5 rounds,,,,,,,,,,,,,,,,,,,,,120,-1,,,,
UFC 300: Pereira vs. Hill,"Jim Miller , Bobby Green",Jim Miller,155,-1,152,-1,155,-1,150,0,155,-1,,,167,0,,,157,-1,163,0,154,-1,162,1,,
UFC 300: Pereira vs. Hill,"Jim Miller , Bobby Green",Bobby Green,-180,1,-185,1,-181,1,-200,0,-210,1,,,-205,0,,,-176,1,-205,0,-185,1,-210,-1,,
UFC 300: Pereira vs. Hill,"Jalin Turner , Renato Moicano",Jalin Turner,,,,,,,,,,,,,,,,,,,-245,-1,-245,-1,,,,
UFC 300: Pereira vs. Hill,"Jalin Turner , Renato Moicano",Renato Moicano,,,,,,,,,,,,,,,,,,,190,1,200,1,,,,
UFC 300: Pereira vs. Hill,"Charles Oliveira , Arman Tsarukyan",Charles Oliveira,180,-1,176,1,185,-1,175,1,165,1,,,178,1,,,188,-1,175,1,180,-1,190,1,,
UFC 300: Pereira vs. Hill,"Charles Oliveira , Arman Tsarukyan",Arman Tsarukyan,-210,1,-215,-1,-220,1,-225,-1,-230,-1,,,-220,-1,,,-214,1,-225,-1,-218,1,-250,-1,,
UFC 300: Pereira vs. Hill,"Charles Oliveira , Arman Tsarukyan",Over 1.5 rounds,,,-130,0,,,,,,,,,,,,,,,,,-130,0,,,,
UFC 300: Pereira vs. Hill,"Charles Oliveira , Arman Tsarukyan",Under 1.5 rounds,,,100,0,,,,,,,,,,,,,,,,,100,0,,,,
UFC 300: Pereira vs. Hill,"Jessica Andrade , Marina Rodriguez",Jessica Andrade,,,-110,1,,,,,-115,-1,,,,,,,-112,0,-112,0,-110,1,-113,0,,
UFC 300: Pereira vs. Hill,"Jessica Andrade , Marina Rodriguez",Marina Rodriguez,,,-110,1,,,,,-115,1,,,,,,,-112,0,-112,0,-110,-1,-113,0,,
UFC 300: Pereira vs. Hill,"Diego Lopes , Sodiq Yusuff",Diego Lopes,,,-150,1,,,,,-170,0,,,,,,,-169,0,-175,0,-162,-1,-180,0,,
UFC 300: Pereira vs. Hill,"Diego Lopes , Sodiq Yusuff",Sodiq Yusuff,,,125,-1,,,,,135,0,,,,,,,132,0,138,0,136,1,140,0,,
UFC 300: Pereira vs. Hill,"Aljamain Sterling , Calvin Kattar",Aljamain Sterling,-130,-1,-125,1,-124,-1,-125,-1,-130,-1,,,-126,-1,,,-122,-1,-129,1,-130,-1,-120,-1,,
UFC 300: Pereira vs. Hill,"Aljamain Sterling , Calvin Kattar",Calvin Kattar,110,1,105,1,108,1,-105,1,100,1,,,104,1,,,110,1,104,-1,110,1,-106,1,,
UFC 300: Pereira vs. Hill,"Kayla Harrison , Holly Holm",Kayla Harrison,-465,-1,-450,0,,,-450,-1,-550,-1,,,-471,0,,,-500,-1,-480,1,-470,1,-480,0,,
UFC 300: Pereira vs. Hill,"Kayla Harrison , Holly Holm",Holly Holm,365,1,350,0,,,300,1,325,1,,,349,0,,,336,1,350,-1,360,-1,330,0,,
