Name,Item#,Brand,Price ($),Details,Features,More Information,No of Reviews,Reviews
Healthline 185 Aluminum Shower Commode Chair - Bariatric - 185 - WITHOUT Wheelchair Wheels,178 568372,EZee Life,581.400000,"The Ezee life aluminum attendant shower and commode chair is a hybrid 20"" wide commode and a transport chair in one. The seat cut-out provides allows the chair to be positioned over a standard toilet for use, but also comes with a slide on bucket to convert the chair to a commode. The no-rust aluminum frame makes it ideal for the shower. Footrests come standard and include tool-less adjustable height and angle footplates. ,Specifications, ,185,185-24,Frame Material, -,Weight Capacity,- ,Rear Wheels,- ,Seat Width,- ,Seat Depth,- ,Foot Rest Hanger Angle,- ,Foot Rest Length,- ,Back Height,- ,Product Weight,- ,Arm Height,- ,Arm Length,- ,Arm Pad Length,- ,Rear Internal Width,- ,External Width,- ,External Lenth,- ,See note below*,- ,4 Seat to floor heights,1),(Top of the Seat to floor),2), ,3), ,4),4 Clearance height,1),(Bottom of Pail rail to floor),2), ,3), ,4),*With all parts extended (wheels highest height, anti-tip bars fully extended foot rests out)","Combines the features of a 20"" wide bariatric commode and transport chair in one unit. A caregiver is required to assist with pushing the patient.
,385 lbs weight capacity
,Safety features include four 5"" locking casters and anti-tippers to secure the shower commode chair from moving or falling backward
,The Ezee Life Shower Commode Chair has a white no-rust aluminum frame, padded back and arm rests that flip back for easy transfers, and maintenance-free tires
,Floor to seat height can be adjusted 4″ without tools
,Snap on/off seat for easy cleaning
,Removable comfortable seat insert for toileting or showering. A slide on pail is included for using the chair as a portable commode
,Calf strap included,Tool-less adjustments,Optional 24"" wheelchair wheels for self propelling","Brand Name,EZee Life,Manufacturer Number,185, 185-24",2,
Kendall Solution Bowl - Each,178 575749,Kendall,1.450000,AllegroMedical.com presents The Kendall Solution Bowl. Individually Sterile Packed.,Individually Sterile Packed.,"Brand Name,Kendall,Manufacturer Number,61000-",,Be the first to review this product
"Tub Grab Bars - Bathtub , Locks To Side Of Tub - Case of 2",179 574548,Medline,81.420000,"AllegroMedical.com presents The Tub Grab Bars. Tub Grab Bar has a step-through clamp design that provides unobstructed entry/exit path for better hand positioning. Tool-free installation has stainless steel components with rubber-lined pads that won't mar tub surface. Adjust to fit tubs 2.75""- 6.25"" (7-16 cm). ,Finish: White,Mount Type: Bath Tub,Product Type: Locking Tub Rail,Texture: Smooth,Weight Capacity: 250 Lb","Tub Grab Bar has a step-through clamp design that provides unobstructed entry/exit path for better hand positioning. ,Tool-free installation has stainless steel components with rubber-lined pads that won't mar tub surface. ,Adjust to fit tubs 2.75""- 6.25"" (7-16 cm).","Brand Name,Medline,Manufacturer Number,MDS86321W, G98006H",,Be the first to review this product
"Safety Skids Slippers Single Tread , Gray , XXL - Single Tread , Gray , XXL - Case of 48",766 574466 01,Medline,$58.68,"AllegroMedical.com presents The Safety Skids Slippers. Safety Skids Slippers with skid-resistant treading are designed for safety. Constructed with terrycloth on the inside to absorb perspiration and provide added patient comfort. ,Color: Gray,Slipper Size: 2Xl,Inside Slipper Material: Terry Inside,Latex Free: Yes,Slipper Tread Type: Single Tread","Safety Skids Slippers with skid-resistant treading are designed for safety. ,Constructed with terrycloth on the inside to absorb perspiration and provide added patient comfort.","Brand Name,Medline,Manufacturer Number,MDT211218XXLI",,Be the first to review this product
Shower/Commode Chair - Elongated Commode Seat  - Soft Seat Closed Front,179 188858,Healthline,217.550000,"Elongated commode seat,Extra-wide seat - 25"" width, 21"" interior width,Extra-wide zinc-plated casters,Made from durable PVC,No pail,Non-corrosive - won't rust,Mesh vinyl back,
,38.5"" H x 25"" W x 25.5"" D,3"" x 1 1/4"" extra-wide zinc-plated casters,18 3/4"" clearance,Seat depth: 20"",350 lb. weight capacity","38.5 in. H x 25 in. W x 25.5 in. D,350 lb. weight capacity,Lightweight, durable PVC,No pail,Seat depth 20 in.,Wide,Will not rust","Brand Name,Healthline,Manufacturer Number,SC6013W, SC6013W-SSCF, SC6013W-SSOF",,Be the first to review this product
Shower/Commode Chair - Elongated Commode Seat  - Soft Seat Open Front,179 188858,Healthline,195.390000,"Elongated commode seat,Extra-wide seat - 25"" width, 21"" interior width,Extra-wide zinc-plated casters,Made from durable PVC,No pail,Non-corrosive - won't rust,Mesh vinyl back,
,38.5"" H x 25"" W x 25.5"" D,3"" x 1 1/4"" extra-wide zinc-plated casters,18 3/4"" clearance,Seat depth: 20"",350 lb. weight capacity","38.5 in. H x 25 in. W x 25.5 in. D,350 lb. weight capacity,Lightweight, durable PVC,No pail,Seat depth 20 in.,Wide,Will not rust","Brand Name,Healthline,Manufacturer Number,SC6013W, SC6013W-SSCF, SC6013W-SSOF",,Be the first to review this product
Shower/Commode Chair - Elongated Commode Seat  - Soft Seat Open Front,179 188858,Healthline,195.390000,"Elongated commode seat,Extra-wide seat - 25"" width, 21"" interior width,Extra-wide zinc-plated casters,Made from durable PVC,No pail,Non-corrosive - won't rust,Mesh vinyl back,
,38.5"" H x 25"" W x 25.5"" D,3"" x 1 1/4"" extra-wide zinc-plated casters,18 3/4"" clearance,Seat depth: 20"",350 lb. weight capacity","38.5 in. H x 25 in. W x 25.5 in. D,350 lb. weight capacity,Lightweight, durable PVC,No pail,Seat depth 20 in.,Wide,Will not rust","Brand Name,Healthline,Manufacturer Number,SC6013W, SC6013W-SSCF, SC6013W-SSOF",,Be the first to review this product
Healthline 185 Aluminum Shower Commode Chair - Bariatric - 185-24 - WITH 24,178 568372,EZee Life,756.720000,"The Ezee life aluminum attendant shower and commode chair is a hybrid 20"" wide commode and a transport chair in one. The seat cut-out provides allows the chair to be positioned over a standard toilet for use, but also comes with a slide on bucket to convert the chair to a commode. The no-rust aluminum frame makes it ideal for the shower. Footrests come standard and include tool-less adjustable height and angle footplates. ,Specifications, ,185,185-24,Frame Material, -,Weight Capacity,- ,Rear Wheels,- ,Seat Width,- ,Seat Depth,- ,Foot Rest Hanger Angle,- ,Foot Rest Length,- ,Back Height,- ,Product Weight,- ,Arm Height,- ,Arm Length,- ,Arm Pad Length,- ,Rear Internal Width,- ,External Width,- ,External Lenth,- ,See note below*,- ,4 Seat to floor heights,1),(Top of the Seat to floor),2), ,3), ,4),4 Clearance height,1),(Bottom of Pail rail to floor),2), ,3), ,4),*With all parts extended (wheels highest height, anti-tip bars fully extended foot rests out)","Combines the features of a 20"" wide bariatric commode and transport chair in one unit. A caregiver is required to assist with pushing the patient.
,385 lbs weight capacity
,Safety features include four 5"" locking casters and anti-tippers to secure the shower commode chair from moving or falling backward
,The Ezee Life Shower Commode Chair has a white no-rust aluminum frame, padded back and arm rests that flip back for easy transfers, and maintenance-free tires
,Floor to seat height can be adjusted 4″ without tools
,Snap on/off seat for easy cleaning
,Removable comfortable seat insert for toileting or showering. A slide on pail is included for using the chair as a portable commode
,Calf strap included,Tool-less adjustments,Optional 24"" wheelchair wheels for self propelling","Brand Name,EZee Life,Manufacturer Number,185, 185-24",2,
Healthline 185 Aluminum Shower Commode Chair - Bariatric - 185-24 - WITH 24,178 568372,EZee Life,756.720000,"The Ezee life aluminum attendant shower and commode chair is a hybrid 20"" wide commode and a transport chair in one. The seat cut-out provides allows the chair to be positioned over a standard toilet for use, but also comes with a slide on bucket to convert the chair to a commode. The no-rust aluminum frame makes it ideal for the shower. Footrests come standard and include tool-less adjustable height and angle footplates. ,Specifications, ,185,185-24,Frame Material, -,Weight Capacity,- ,Rear Wheels,- ,Seat Width,- ,Seat Depth,- ,Foot Rest Hanger Angle,- ,Foot Rest Length,- ,Back Height,- ,Product Weight,- ,Arm Height,- ,Arm Length,- ,Arm Pad Length,- ,Rear Internal Width,- ,External Width,- ,External Lenth,- ,See note below*,- ,4 Seat to floor heights,1),(Top of the Seat to floor),2), ,3), ,4),4 Clearance height,1),(Bottom of Pail rail to floor),2), ,3), ,4),*With all parts extended (wheels highest height, anti-tip bars fully extended foot rests out)","Combines the features of a 20"" wide bariatric commode and transport chair in one unit. A caregiver is required to assist with pushing the patient.
,385 lbs weight capacity
,Safety features include four 5"" locking casters and anti-tippers to secure the shower commode chair from moving or falling backward
,The Ezee Life Shower Commode Chair has a white no-rust aluminum frame, padded back and arm rests that flip back for easy transfers, and maintenance-free tires
,Floor to seat height can be adjusted 4″ without tools
,Snap on/off seat for easy cleaning
,Removable comfortable seat insert for toileting or showering. A slide on pail is included for using the chair as a portable commode
,Calf strap included,Tool-less adjustments,Optional 24"" wheelchair wheels for self propelling","Brand Name,EZee Life,Manufacturer Number,185, 185-24",2,
Kendall Solution Bowl - Case of 75,178 575749,Kendall,106.890000,AllegroMedical.com presents The Kendall Solution Bowl. Individually Sterile Packed.,Individually Sterile Packed.,"Brand Name,Kendall,Manufacturer Number,61000-",,Be the first to review this product
Kendall Solution Bowl - Case of 75,178 575749,Kendall,106.890000,AllegroMedical.com presents The Kendall Solution Bowl. Individually Sterile Packed.,Individually Sterile Packed.,"Brand Name,Kendall,Manufacturer Number,61000-",,Be the first to review this product
Tub Grab Bars - Bi-Level Guardian,179 574548,Medline,46.780000,"AllegroMedical.com presents The Tub Grab Bars. Tub Grab Bar has a step-through clamp design that provides unobstructed entry/exit path for better hand positioning. Tool-free installation has stainless steel components with rubber-lined pads that won't mar tub surface. Adjust to fit tubs 2.75""- 6.25"" (7-16 cm). ,Finish: White,Mount Type: Bath Tub,Product Type: Locking Tub Rail,Texture: Smooth,Weight Capacity: 250 Lb","Tub Grab Bar has a step-through clamp design that provides unobstructed entry/exit path for better hand positioning. ,Tool-free installation has stainless steel components with rubber-lined pads that won't mar tub surface. ,Adjust to fit tubs 2.75""- 6.25"" (7-16 cm).","Brand Name,Medline,Manufacturer Number,MDS86321W, G98006H",,Be the first to review this product
"Tub Grab Bars - Bathtub , Locks To Side Of Tub",179 574548,Medline,34.240000,"AllegroMedical.com presents The Tub Grab Bars. Tub Grab Bar has a step-through clamp design that provides unobstructed entry/exit path for better hand positioning. Tool-free installation has stainless steel components with rubber-lined pads that won't mar tub surface. Adjust to fit tubs 2.75""- 6.25"" (7-16 cm). ,Finish: White,Mount Type: Bath Tub,Product Type: Locking Tub Rail,Texture: Smooth,Weight Capacity: 250 Lb","Tub Grab Bar has a step-through clamp design that provides unobstructed entry/exit path for better hand positioning. ,Tool-free installation has stainless steel components with rubber-lined pads that won't mar tub surface. ,Adjust to fit tubs 2.75""- 6.25"" (7-16 cm).","Brand Name,Medline,Manufacturer Number,MDS86321W, G98006H",,Be the first to review this product
